model,L,sample_id,speaker_id,audio_path,predicted_speaker,top1_correct,verified,score,correct_score,max_impostor_score,margin,duration_sec
lca,1,p225_257_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_257_mic1.flac,p239,0,1,0.9907240867614746,0.9841098785400391,0.9907240867614746,-0.006614208221435547,2.363875
lca,2,p225_257_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_257_mic1.flac,p255,0,1,0.9942945837974548,0.986244797706604,0.9942945837974548,-0.00804978609085083,2.363875
lca,3,p225_257_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_257_mic1.flac,p259,0,1,0.9956156611442566,0.9884499907493591,0.9956156611442566,-0.007165670394897461,2.363875
original,0,p225_319_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_319_mic1.flac,p252,0,1,0.9972480535507202,0.9901830554008484,0.9972480535507202,-0.007064998149871826,2.7408125
base,1,p225_319_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_319_mic1.flac,p239,0,1,0.9914167523384094,0.984811544418335,0.9914167523384094,-0.006605207920074463,2.7408125
base,2,p225_319_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_319_mic1.flac,p259,0,1,0.9961398243904114,0.9897861480712891,0.9961398243904114,-0.0063536763191223145,2.7408125
base,3,p225_319_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_319_mic1.flac,p259,0,1,0.9964696168899536,0.9892468452453613,0.9964696168899536,-0.007222771644592285,2.7408125
lca,1,p225_319_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_319_mic1.flac,p239,0,1,0.9899482131004333,0.981421709060669,0.9899482131004333,-0.008526504039764404,2.7408125
lca,2,p225_319_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_319_mic1.flac,p252,0,1,0.9955983757972717,0.9869726300239563,0.9955983757972717,-0.00862574577331543,2.7408125
lca,3,p225_319_mic1,p225,data\VCTK\wav48_silence_trimmed\p225\p225_319_mic1.flac,p252,0,1,0.9971042275428772,0.9879027605056763,0.9971042275428772,-0.009201467037200928,2.7408125
original,0,p226_063_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_063_mic2.flac,p347,0,1,0.9980834722518921,0.9924132823944092,0.9980834722518921,-0.00567018985748291,2.4654375
base,1,p226_063_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_063_mic2.flac,p247,0,1,0.9945110082626343,0.9840741157531738,0.9945110082626343,-0.01043689250946045,2.4654375
base,2,p226_063_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_063_mic2.flac,p278,0,1,0.9977803826332092,0.9936125874519348,0.9977803826332092,-0.004167795181274414,2.4654375
base,3,p226_063_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_063_mic2.flac,p347,0,1,0.9976064562797546,0.9920918345451355,0.9976064562797546,-0.005514621734619141,2.4654375
lca,1,p226_063_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_063_mic2.flac,p278,0,1,0.9970312118530273,0.9918347597122192,0.9970312118530273,-0.0051964521408081055,2.4654375
lca,2,p226_063_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_063_mic2.flac,p278,0,1,0.9975830912590027,0.9951366186141968,0.9975830912590027,-0.002446472644805908,2.4654375
lca,3,p226_063_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_063_mic2.flac,p278,0,1,0.9976446032524109,0.9944788217544556,0.9976446032524109,-0.0031657814979553223,2.4654375
original,0,p226_077_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_077_mic1.flac,p226,1,1,0.9967553615570068,0.9967553615570068,0.996455192565918,0.0003001689910888672,3.3258125
base,1,p226_077_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_077_mic1.flac,p303,0,1,0.9955177903175354,0.9897593259811401,0.9955177903175354,-0.005758464336395264,3.3258125
base,2,p226_077_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_077_mic1.flac,p298,0,1,0.9986981749534607,0.995278537273407,0.9986981749534607,-0.003419637680053711,3.3258125
base,3,p226_077_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_077_mic1.flac,p298,0,1,0.997468888759613,0.9966701865196228,0.997468888759613,-0.0007987022399902344,3.3258125
lca,1,p226_077_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_077_mic1.flac,p298,0,1,0.9955223798751831,0.9876015186309814,0.9955223798751831,-0.00792086124420166,3.3258125
lca,2,p226_077_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_077_mic1.flac,p298,0,1,0.9982513189315796,0.9960836172103882,0.9982513189315796,-0.0021677017211914062,3.3258125
lca,3,p226_077_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_077_mic1.flac,p298,0,1,0.9976281523704529,0.9966738224029541,0.9976281523704529,-0.0009543299674987793,3.3258125
original,0,p226_090_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_090_mic1.flac,p258,0,1,0.9978427886962891,0.9925973415374756,0.9978427886962891,-0.0052454471588134766,3.649625
base,1,p226_090_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_090_mic1.flac,p259,0,1,0.9927106499671936,0.9785135388374329,0.9927106499671936,-0.014197111129760742,3.649625
base,2,p226_090_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_090_mic1.flac,p258,0,1,0.9985094666481018,0.9944567680358887,0.9985094666481018,-0.004052698612213135,3.649625
base,3,p226_090_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_090_mic1.flac,p258,0,1,0.9987677931785583,0.9938534498214722,0.9987677931785583,-0.004914343357086182,3.649625
lca,1,p226_090_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_090_mic1.flac,p259,0,1,0.9908052086830139,0.9770873785018921,0.9908052086830139,-0.013717830181121826,3.649625
lca,2,p226_090_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_090_mic1.flac,p259,0,1,0.9969721436500549,0.9881511926651001,0.9969721436500549,-0.008820950984954834,3.649625
lca,3,p226_090_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_090_mic1.flac,p258,0,1,0.9976215362548828,0.9915139675140381,0.9976215362548828,-0.0061075687408447266,3.649625
original,0,p226_193_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_193_mic1.flac,p347,0,1,0.9947534203529358,0.9809799790382385,0.9947534203529358,-0.013773441314697266,4.373
base,1,p226_193_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_193_mic1.flac,p285,0,1,0.991938591003418,0.9669328331947327,0.991938591003418,-0.025005757808685303,4.373
base,2,p226_193_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_193_mic1.flac,p263,0,1,0.9954102039337158,0.9794297218322754,0.9954102039337158,-0.01598048210144043,4.373
base,3,p226_193_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_193_mic1.flac,p263,0,1,0.9951511025428772,0.9743187427520752,0.9951511025428772,-0.020832359790802002,4.373
lca,1,p226_193_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_193_mic1.flac,p285,0,1,0.9905004501342773,0.9593673944473267,0.9905004501342773,-0.031133055686950684,4.373
lca,2,p226_193_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_193_mic1.flac,p334,0,1,0.9959707260131836,0.9821929931640625,0.9959707260131836,-0.013777732849121094,4.373
lca,3,p226_193_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_193_mic1.flac,p347,0,1,0.9956570863723755,0.9824749827384949,0.9956570863723755,-0.013182103633880615,4.373
original,0,p226_240_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_240_mic2.flac,p298,0,1,0.9983230829238892,0.9972295165061951,0.9983230829238892,-0.0010935664176940918,3.2459375
base,1,p226_240_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_240_mic2.flac,p303,0,1,0.9955209493637085,0.9876810908317566,0.9955209493637085,-0.007839858531951904,3.2459375
base,2,p226_240_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_240_mic2.flac,p302,0,1,0.9987013339996338,0.9971699118614197,0.9987013339996338,-0.0015314221382141113,3.2459375
base,3,p226_240_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_240_mic2.flac,p298,0,1,0.9984051585197449,0.9975013732910156,0.9984051585197449,-0.000903785228729248,3.2459375
lca,1,p226_240_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_240_mic2.flac,p303,0,1,0.9957611560821533,0.9899160861968994,0.9957611560821533,-0.005845069885253906,3.2459375
lca,2,p226_240_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_240_mic2.flac,p302,0,1,0.9983519315719604,0.9970108866691589,0.9983519315719604,-0.0013410449028015137,3.2459375
lca,3,p226_240_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_240_mic2.flac,p302,0,1,0.9983496069908142,0.9978966116905212,0.9983496069908142,-0.00045299530029296875,3.2459375
original,0,p227_008_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_008_mic1.flac,p341,0,1,0.9932795763015747,0.9851245880126953,0.9932795763015747,-0.008154988288879395,7.814125
base,1,p227_008_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_008_mic1.flac,p333,0,1,0.9869031310081482,0.961665153503418,0.9869031310081482,-0.025237977504730225,7.814125
base,2,p227_008_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_008_mic1.flac,p266,0,1,0.9910790920257568,0.966310977935791,0.9910790920257568,-0.02476811408996582,7.814125
base,3,p227_008_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_008_mic1.flac,p266,0,1,0.9911385178565979,0.9651747941970825,0.9911385178565979,-0.02596372365951538,7.814125
lca,1,p227_008_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_008_mic1.flac,p334,0,1,0.9906322956085205,0.9745277762413025,0.9906322956085205,-0.016104519367218018,7.814125
lca,2,p227_008_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_008_mic1.flac,p266,0,1,0.9901481866836548,0.9659349918365479,0.9901481866836548,-0.024213194847106934,7.814125
lca,3,p227_008_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_008_mic1.flac,p266,0,1,0.9924341440200806,0.9718567132949829,0.9924341440200806,-0.020577430725097656,7.814125
original,0,p227_169_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_169_mic2.flac,p302,0,1,0.9972476959228516,0.9949873089790344,0.9972476959228516,-0.0022603869438171387,2.018875
base,1,p227_169_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_169_mic2.flac,p303,0,1,0.9947176575660706,0.9894636273384094,0.9947176575660706,-0.005254030227661133,2.018875
base,2,p227_169_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_169_mic2.flac,p302,0,1,0.9978129863739014,0.9970017671585083,0.9978129863739014,-0.0008112192153930664,2.018875
base,3,p227_169_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_169_mic2.flac,p241,0,1,0.9975022077560425,0.997307300567627,0.9975022077560425,-0.00019490718841552734,2.018875
lca,1,p227_169_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_169_mic2.flac,p303,0,1,0.9946563243865967,0.9885637164115906,0.9946563243865967,-0.0060926079750061035,2.018875
lca,2,p227_169_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_169_mic2.flac,p302,0,1,0.9978484511375427,0.9944300055503845,0.9978484511375427,-0.003418445587158203,2.018875
lca,3,p227_169_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_169_mic2.flac,p302,0,1,0.9980118274688721,0.9960787892341614,0.9980118274688721,-0.0019330382347106934,2.018875
original,0,p227_270_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_270_mic2.flac,p298,0,1,0.9971643686294556,0.9905286431312561,0.9971643686294556,-0.006635725498199463,1.98075
base,1,p227_270_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_270_mic2.flac,p303,0,1,0.9971959590911865,0.9900921583175659,0.9971959590911865,-0.0071038007736206055,1.98075
base,2,p227_270_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_270_mic2.flac,p298,0,1,0.9984225630760193,0.9849123954772949,0.9984225630760193,-0.013510167598724365,1.98075
base,3,p227_270_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_270_mic2.flac,p298,0,1,0.998332142829895,0.988577663898468,0.998332142829895,-0.009754478931427002,1.98075
lca,1,p227_270_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_270_mic2.flac,p298,0,1,0.9975294470787048,0.9871595501899719,0.9975294470787048,-0.01036989688873291,1.98075
lca,2,p227_270_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_270_mic2.flac,p298,0,1,0.9987983703613281,0.9881959557533264,0.9987983703613281,-0.010602414608001709,1.98075
lca,3,p227_270_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_270_mic2.flac,p298,0,1,0.9980772137641907,0.9902999401092529,0.9980772137641907,-0.007777273654937744,1.98075
original,0,p227_336_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_336_mic1.flac,p227,1,1,0.9977641105651855,0.9977641105651855,0.9970717430114746,0.0006923675537109375,1.9793125
base,1,p227_336_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_336_mic1.flac,p303,0,1,0.9947056770324707,0.9896353483200073,0.9947056770324707,-0.005070328712463379,1.9793125
base,2,p227_336_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_336_mic1.flac,p256,0,1,0.9983885288238525,0.9965257048606873,0.9983885288238525,-0.0018628239631652832,1.9793125
base,3,p227_336_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_336_mic1.flac,p256,0,1,0.9985698461532593,0.9975376725196838,0.9985698461532593,-0.0010321736335754395,1.9793125
lca,1,p227_336_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_336_mic1.flac,p303,0,1,0.9953115582466125,0.9882856607437134,0.9953115582466125,-0.00702589750289917,1.9793125
lca,2,p227_336_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_336_mic1.flac,p256,0,1,0.996601939201355,0.99477219581604,0.996601939201355,-0.0018297433853149414,1.9793125
lca,3,p227_336_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_336_mic1.flac,p256,0,1,0.9970200061798096,0.9959750771522522,0.9970200061798096,-0.001044929027557373,1.9793125
original,0,p227_359_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_359_mic1.flac,p334,0,1,0.9973748922348022,0.9942318797111511,0.9973748922348022,-0.003143012523651123,2.853375
base,1,p227_359_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_359_mic1.flac,p285,0,1,0.991906464099884,0.9732280373573303,0.991906464099884,-0.01867842674255371,2.853375
base,2,p227_359_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_359_mic1.flac,p334,0,1,0.9980334639549255,0.9936403632164001,0.9980334639549255,-0.004393100738525391,2.853375
base,3,p227_359_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_359_mic1.flac,p334,0,1,0.9979239106178284,0.9866577982902527,0.9979239106178284,-0.011266112327575684,2.853375
lca,1,p227_359_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_359_mic1.flac,p259,0,1,0.9915961027145386,0.9781386852264404,0.9915961027145386,-0.013457417488098145,2.853375
lca,2,p227_359_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_359_mic1.flac,p285,0,1,0.9951995015144348,0.9801669120788574,0.9951995015144348,-0.015032589435577393,2.853375
lca,3,p227_359_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_359_mic1.flac,p334,0,1,0.9949977397918701,0.9795512557029724,0.9949977397918701,-0.015446484088897705,2.853375
original,0,p228_041_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_041_mic2.flac,p297,0,1,0.9983386993408203,0.9895537495613098,0.9983386993408203,-0.008784949779510498,3.5005625
base,1,p228_041_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_041_mic2.flac,p333,0,1,0.9878270030021667,0.9492243528366089,0.9878270030021667,-0.03860265016555786,3.5005625
base,2,p228_041_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_041_mic2.flac,p297,0,1,0.9966416358947754,0.9841387271881104,0.9966416358947754,-0.012502908706665039,3.5005625
base,3,p228_041_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_041_mic2.flac,p297,0,1,0.9977428913116455,0.9881678819656372,0.9977428913116455,-0.0095750093460083,3.5005625
lca,1,p228_041_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_041_mic2.flac,p333,0,1,0.9920196533203125,0.9652241468429565,0.9920196533203125,-0.026795506477355957,3.5005625
lca,2,p228_041_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_041_mic2.flac,p333,0,1,0.9955427050590515,0.9755901098251343,0.9955427050590515,-0.019952595233917236,3.5005625
lca,3,p228_041_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_041_mic2.flac,p297,0,1,0.9974818229675293,0.9861549139022827,0.9974818229675293,-0.011326909065246582,3.5005625
original,0,p228_144_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_144_mic1.flac,p313,0,1,0.9980002045631409,0.9968595504760742,0.9980002045631409,-0.0011406540870666504,3.8315
base,1,p228_144_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_144_mic1.flac,p297,0,1,0.9956614971160889,0.9891701936721802,0.9956614971160889,-0.006491303443908691,3.8315
base,2,p228_144_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_144_mic1.flac,p265,0,1,0.9985828995704651,0.9982298612594604,0.9985828995704651,-0.00035303831100463867,3.8315
base,3,p228_144_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_144_mic1.flac,p265,0,1,0.998526930809021,0.9980378150939941,0.998526930809021,-0.0004891157150268555,3.8315
lca,1,p228_144_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_144_mic1.flac,p239,0,1,0.992484450340271,0.9814417362213135,0.992484450340271,-0.01104271411895752,3.8315
lca,2,p228_144_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_144_mic1.flac,p262,0,1,0.9971339702606201,0.9930470585823059,0.9971339702606201,-0.004086911678314209,3.8315
lca,3,p228_144_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_144_mic1.flac,p313,0,1,0.9979609251022339,0.996132493019104,0.9979609251022339,-0.0018284320831298828,3.8315
original,0,p228_196_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_196_mic2.flac,p262,0,1,0.9981830716133118,0.9961159825325012,0.9981830716133118,-0.002067089080810547,4.9195625
base,1,p228_196_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_196_mic2.flac,p239,0,1,0.994352400302887,0.9833008050918579,0.994352400302887,-0.011051595211029053,4.9195625
base,2,p228_196_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_196_mic2.flac,p262,0,1,0.9982126951217651,0.9933160543441772,0.9982126951217651,-0.004896640777587891,4.9195625
base,3,p228_196_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_196_mic2.flac,p262,0,1,0.998094916343689,0.9929236173629761,0.998094916343689,-0.005171298980712891,4.9195625
lca,1,p228_196_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_196_mic2.flac,p239,0,1,0.9959354996681213,0.9836556911468506,0.9959354996681213,-0.012279808521270752,4.9195625
lca,2,p228_196_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_196_mic2.flac,p239,0,1,0.9976614713668823,0.9907424449920654,0.9976614713668823,-0.0069190263748168945,4.9195625
lca,3,p228_196_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_196_mic2.flac,p262,0,1,0.9982913732528687,0.9953784346580505,0.9982913732528687,-0.0029129385948181152,4.9195625
original,0,p228_204_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_204_mic1.flac,p298,0,1,0.9966472387313843,0.9887945652008057,0.9966472387313843,-0.007852673530578613,2.645625
base,1,p228_204_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_204_mic1.flac,p303,0,1,0.9954661130905151,0.9795852303504944,0.9954661130905151,-0.015880882740020752,2.645625
base,2,p228_204_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_204_mic1.flac,p303,0,1,0.9974821209907532,0.9907363057136536,0.9974821209907532,-0.006745815277099609,2.645625
base,3,p228_204_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_204_mic1.flac,p298,0,1,0.9971324801445007,0.9906918406486511,0.9971324801445007,-0.006440639495849609,2.645625
lca,1,p228_204_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_204_mic1.flac,p303,0,1,0.9915255904197693,0.9709299206733704,0.9915255904197693,-0.020595669746398926,2.645625
lca,2,p228_204_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_204_mic1.flac,p303,0,1,0.9968625903129578,0.9870228171348572,0.9968625903129578,-0.009839773178100586,2.645625
lca,3,p228_204_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_204_mic1.flac,p303,0,1,0.9965099096298218,0.9886516332626343,0.9965099096298218,-0.0078582763671875,2.645625
original,0,p228_312_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_312_mic1.flac,p298,0,1,0.9937736392021179,0.9902206063270569,0.9937736392021179,-0.003553032875061035,3.0304375
base,1,p228_312_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_312_mic1.flac,p298,0,1,0.9948449730873108,0.9833757877349854,0.9948449730873108,-0.01146918535232544,3.0304375
base,2,p228_312_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_312_mic1.flac,p298,0,1,0.9964559674263,0.9904870390892029,0.9964559674263,-0.005968928337097168,3.0304375
base,3,p228_312_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_312_mic1.flac,p298,0,1,0.9955666065216064,0.9904573559761047,0.9955666065216064,-0.005109250545501709,3.0304375
lca,1,p228_312_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_312_mic1.flac,p303,0,1,0.9942724704742432,0.9815632104873657,0.9942724704742432,-0.012709259986877441,3.0304375
lca,2,p228_312_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_312_mic1.flac,p298,0,1,0.9969922304153442,0.9895410537719727,0.9969922304153442,-0.007451176643371582,3.0304375
