model,L,sample_id,speaker_id,audio_path,predicted_speaker,top1_correct,verified,score,correct_score,max_impostor_score,margin,duration_sec
base,2,p228_090_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_090_mic1.flac,p229,0,1,0.9974368810653687,0.9962440133094788,0.9974368810653687,-0.0011928677558898926,4.2225625
base,3,p228_090_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_090_mic1.flac,p313,0,1,0.9974939227104187,0.9965861439704895,0.9974939227104187,-0.0009077787399291992,4.2225625
lca,1,p228_090_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_090_mic1.flac,p254,0,1,0.9928290247917175,0.984635055065155,0.9928290247917175,-0.0081939697265625,4.2225625
lca,2,p228_090_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_090_mic1.flac,p229,0,1,0.9974648356437683,0.995549201965332,0.9974648356437683,-0.0019156336784362793,4.2225625
lca,3,p228_090_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_090_mic1.flac,p229,0,1,0.9971767663955688,0.996633768081665,0.9971767663955688,-0.0005429983139038086,4.2225625
original,0,p228_134_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_134_mic2.flac,p318,0,1,0.9973537921905518,0.995959460735321,0.9973537921905518,-0.0013943314552307129,4.180375
base,1,p228_134_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_134_mic2.flac,p294,0,1,0.9900096654891968,0.9862977862358093,0.9900096654891968,-0.003711879253387451,4.180375
base,2,p228_134_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_134_mic2.flac,p318,0,1,0.995286226272583,0.9942225217819214,0.995286226272583,-0.001063704490661621,4.180375
base,3,p228_134_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_134_mic2.flac,p318,0,1,0.9969080686569214,0.9953166842460632,0.9969080686569214,-0.0015913844108581543,4.180375
lca,1,p228_134_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_134_mic2.flac,p294,0,1,0.9924346804618835,0.989495575428009,0.9924346804618835,-0.0029391050338745117,4.180375
lca,2,p228_134_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_134_mic2.flac,p294,0,1,0.9955236911773682,0.9945074319839478,0.9955236911773682,-0.0010162591934204102,4.180375
lca,3,p228_134_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_134_mic2.flac,p318,0,1,0.9961750507354736,0.9959719777107239,0.9961750507354736,-0.00020307302474975586,4.180375
original,0,p228_307_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_307_mic2.flac,p308,0,1,0.997661828994751,0.9917730689048767,0.997661828994751,-0.005888760089874268,3.482625
base,1,p228_307_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_307_mic2.flac,p294,0,1,0.9916282296180725,0.9870544672012329,0.9916282296180725,-0.0045737624168396,3.482625
base,2,p228_307_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_307_mic2.flac,p294,0,1,0.9973343014717102,0.9957013130187988,0.9973343014717102,-0.001632988452911377,3.482625
base,3,p228_307_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_307_mic2.flac,p306,0,1,0.9976438283920288,0.9953779578208923,0.9976438283920288,-0.0022658705711364746,3.482625
lca,1,p228_307_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_307_mic2.flac,p229,0,1,0.993073582649231,0.9902384877204895,0.993073582649231,-0.002835094928741455,3.482625
lca,2,p228_307_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_307_mic2.flac,p306,0,1,0.9964718222618103,0.995826244354248,0.9964718222618103,-0.0006455779075622559,3.482625
lca,3,p228_307_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_307_mic2.flac,p306,0,1,0.9971775412559509,0.9963864684104919,0.9971775412559509,-0.0007910728454589844,3.482625
original,0,p229_067_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_067_mic2.flac,p229,1,1,0.9970744848251343,0.9970744848251343,0.9965382218360901,0.0005362629890441895,2.7386875
base,1,p229_067_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_067_mic2.flac,p229,1,1,0.9919981360435486,0.9919981360435486,0.9913588166236877,0.0006393194198608398,2.7386875
base,2,p229_067_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_067_mic2.flac,p229,1,1,0.9957970380783081,0.9957970380783081,0.9952400326728821,0.0005570054054260254,2.7386875
base,3,p229_067_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_067_mic2.flac,p229,1,1,0.9965667128562927,0.9965667128562927,0.9957229495048523,0.0008437633514404297,2.7386875
lca,1,p229_067_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_067_mic2.flac,p239,0,1,0.9941526055335999,0.9907945394515991,0.9941526055335999,-0.0033580660820007324,2.7386875
lca,2,p229_067_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_067_mic2.flac,p255,0,1,0.9950204491615295,0.994522213935852,0.9950204491615295,-0.0004982352256774902,2.7386875
lca,3,p229_067_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_067_mic2.flac,p255,0,1,0.9956828951835632,0.9955707788467407,0.9956828951835632,-0.00011211633682250977,2.7386875
original,0,p229_068_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_068_mic1.flac,p229,1,1,0.9964898228645325,0.9964898228645325,0.9946175813674927,0.001872241497039795,2.4905625
base,1,p229_068_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_068_mic1.flac,p254,0,1,0.987566351890564,0.9856447577476501,0.987566351890564,-0.0019215941429138184,2.4905625
base,2,p229_068_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_068_mic1.flac,p229,1,1,0.9951987266540527,0.9951987266540527,0.9947192072868347,0.0004795193672180176,2.4905625
base,3,p229_068_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_068_mic1.flac,p229,1,1,0.9952178597450256,0.9952178597450256,0.9950966238975525,0.00012123584747314453,2.4905625
lca,1,p229_068_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_068_mic1.flac,p239,0,1,0.9874439239501953,0.9851785898208618,0.9874439239501953,-0.002265334129333496,2.4905625
lca,2,p229_068_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_068_mic1.flac,p255,0,1,0.9933826923370361,0.9930933117866516,0.9933826923370361,-0.0002893805503845215,2.4905625
lca,3,p229_068_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_068_mic1.flac,p255,0,1,0.9944434762001038,0.9937171936035156,0.9944434762001038,-0.0007262825965881348,2.4905625
original,0,p229_112_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_112_mic1.flac,p262,0,1,0.99590003490448,0.9950862526893616,0.99590003490448,-0.0008137822151184082,3.8823125
base,1,p229_112_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_112_mic1.flac,p239,0,1,0.9908204674720764,0.985422670841217,0.9908204674720764,-0.005397796630859375,3.8823125
base,2,p229_112_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_112_mic1.flac,p262,0,1,0.9958116412162781,0.9924792051315308,0.9958116412162781,-0.0033324360847473145,3.8823125
base,3,p229_112_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_112_mic1.flac,p262,0,1,0.9951199889183044,0.9915230870246887,0.9951199889183044,-0.0035969018936157227,3.8823125
lca,1,p229_112_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_112_mic1.flac,p262,0,1,0.9944896697998047,0.9929581880569458,0.9944896697998047,-0.0015314817428588867,3.8823125
lca,2,p229_112_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_112_mic1.flac,p262,0,1,0.9944533705711365,0.9901926517486572,0.9944533705711365,-0.004260718822479248,3.8823125
lca,3,p229_112_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_112_mic1.flac,p262,0,1,0.993236780166626,0.989432692527771,0.993236780166626,-0.0038040876388549805,3.8823125
original,0,p229_288_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_288_mic2.flac,p229,1,1,0.9927430152893066,0.9927430152893066,0.9917935729026794,0.0009494423866271973,2.3074375
base,1,p229_288_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_288_mic2.flac,p239,0,1,0.9812901616096497,0.9763966798782349,0.9812901616096497,-0.004893481731414795,2.3074375
base,2,p229_288_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_288_mic2.flac,p229,1,1,0.9892378449440002,0.9892378449440002,0.9884152412414551,0.000822603702545166,2.3074375
base,3,p229_288_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_288_mic2.flac,p229,1,1,0.9921284317970276,0.9921284317970276,0.9911434054374695,0.0009850263595581055,2.3074375
lca,1,p229_288_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_288_mic2.flac,p239,0,1,0.9841477274894714,0.981853723526001,0.9841477274894714,-0.002294003963470459,2.3074375
lca,2,p229_288_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_288_mic2.flac,p239,0,1,0.9871696829795837,0.9864299297332764,0.9871696829795837,-0.000739753246307373,2.3074375
lca,3,p229_288_mic2,p229,data\VCTK\wav48_silence_trimmed\p229\p229_288_mic2.flac,p239,0,1,0.9895706176757812,0.9886859655380249,0.9895706176757812,-0.0008846521377563477,2.3074375
original,0,p229_344_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_344_mic1.flac,p229,1,1,0.9971418976783752,0.9971418976783752,0.9953581094741821,0.0017837882041931152,3.1581875
base,1,p229_344_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_344_mic1.flac,p239,0,1,0.9909421801567078,0.989082932472229,0.9909421801567078,-0.0018592476844787598,3.1581875
base,2,p229_344_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_344_mic1.flac,p229,1,1,0.9969753623008728,0.9969753623008728,0.996593177318573,0.0003821849822998047,3.1581875
base,3,p229_344_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_344_mic1.flac,p229,1,1,0.9963704347610474,0.9963704347610474,0.9960487484931946,0.0003216862678527832,3.1581875
lca,1,p229_344_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_344_mic1.flac,p229,1,1,0.9923473596572876,0.9923473596572876,0.9923236966133118,2.3663043975830078e-05,3.1581875
lca,2,p229_344_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_344_mic1.flac,p255,0,1,0.9958754181861877,0.9950464963912964,0.9958754181861877,-0.0008289217948913574,3.1581875
lca,3,p229_344_mic1,p229,data\VCTK\wav48_silence_trimmed\p229\p229_344_mic1.flac,p229,1,1,0.9957566857337952,0.9957566857337952,0.9957072734832764,4.941225051879883e-05,3.1581875
original,0,p237_069_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_069_mic1.flac,p237,1,1,0.9973114132881165,0.9973114132881165,0.9936118721961975,0.0036995410919189453,4.070375
base,1,p237_069_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_069_mic1.flac,p254,0,1,0.9944787621498108,0.9924665093421936,0.9944787621498108,-0.0020122528076171875,4.070375
base,2,p237_069_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_069_mic1.flac,p237,1,1,0.997316300868988,0.997316300868988,0.9958868026733398,0.0014294981956481934,4.070375
base,3,p237_069_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_069_mic1.flac,p237,1,1,0.9970602989196777,0.9970602989196777,0.9950780868530273,0.0019822120666503906,4.070375
lca,1,p237_069_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_069_mic1.flac,p254,0,1,0.9940696358680725,0.990566611289978,0.9940696358680725,-0.0035030245780944824,4.070375
lca,2,p237_069_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_069_mic1.flac,p237,1,1,0.9963825345039368,0.9963825345039368,0.9953732490539551,0.0010092854499816895,4.070375
lca,3,p237_069_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_069_mic1.flac,p237,1,1,0.9965696334838867,0.9965696334838867,0.9935721755027771,0.002997457981109619,4.070375
original,0,p237_123_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_123_mic1.flac,p237,1,1,0.9969663619995117,0.9969663619995117,0.993309736251831,0.003656625747680664,4.49375
base,1,p237_123_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_123_mic1.flac,p255,0,1,0.992996096611023,0.990944504737854,0.992996096611023,-0.0020515918731689453,4.49375
base,2,p237_123_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_123_mic1.flac,p237,1,1,0.997542142868042,0.997542142868042,0.9941450357437134,0.0033971071243286133,4.49375
base,3,p237_123_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_123_mic1.flac,p237,1,1,0.9964227676391602,0.9964227676391602,0.9934921860694885,0.002930581569671631,4.49375
lca,1,p237_123_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_123_mic1.flac,p258,0,1,0.9933257102966309,0.9923056960105896,0.9933257102966309,-0.0010200142860412598,4.49375
lca,2,p237_123_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_123_mic1.flac,p237,1,1,0.9975735545158386,0.9975735545158386,0.9946542978286743,0.0029192566871643066,4.49375
lca,3,p237_123_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_123_mic1.flac,p237,1,1,0.997584342956543,0.997584342956543,0.9939614534378052,0.003622889518737793,4.49375
original,0,p237_195_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_195_mic2.flac,p313,0,1,0.9971719980239868,0.9960317611694336,0.9971719980239868,-0.0011402368545532227,3.558875
base,1,p237_195_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_195_mic2.flac,p302,0,1,0.9954243302345276,0.9885762929916382,0.9954243302345276,-0.006848037242889404,3.558875
base,2,p237_195_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_195_mic2.flac,p302,0,1,0.9974352121353149,0.9950027465820312,0.9974352121353149,-0.0024324655532836914,3.558875
base,3,p237_195_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_195_mic2.flac,p302,0,1,0.9966521859169006,0.9942309260368347,0.9966521859169006,-0.002421259880065918,3.558875
lca,1,p237_195_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_195_mic2.flac,p302,0,1,0.9962795376777649,0.9919095039367676,0.9962795376777649,-0.0043700337409973145,3.558875
lca,2,p237_195_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_195_mic2.flac,p302,0,1,0.9963595867156982,0.9935750961303711,0.9963595867156982,-0.0027844905853271484,3.558875
lca,3,p237_195_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_195_mic2.flac,p302,0,1,0.9959837794303894,0.9959679841995239,0.9959837794303894,-1.5795230865478516e-05,3.558875
original,0,p237_229_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_229_mic2.flac,p237,1,1,0.997597336769104,0.997597336769104,0.996359646320343,0.0012376904487609863,4.6091875
base,1,p237_229_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_229_mic2.flac,p262,0,1,0.9945228099822998,0.9926942586898804,0.9945228099822998,-0.0018285512924194336,4.6091875
base,2,p237_229_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_229_mic2.flac,p237,1,1,0.9970229268074036,0.9970229268074036,0.9960150718688965,0.00100785493850708,4.6091875
base,3,p237_229_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_229_mic2.flac,p237,1,1,0.9963534474372864,0.9963534474372864,0.9958418607711792,0.0005115866661071777,4.6091875
lca,1,p237_229_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_229_mic2.flac,p258,0,1,0.9934190511703491,0.9933981895446777,0.9934190511703491,-2.086162567138672e-05,4.6091875
lca,2,p237_229_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_229_mic2.flac,p237,1,1,0.9964281916618347,0.9964281916618347,0.9947846531867981,0.001643538475036621,4.6091875
lca,3,p237_229_mic2,p237,data\VCTK\wav48_silence_trimmed\p237\p237_229_mic2.flac,p237,1,1,0.9969298243522644,0.9969298243522644,0.9949929714202881,0.0019368529319763184,4.6091875
original,0,p237_321_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_321_mic1.flac,p237,1,1,0.9982984662055969,0.9982984662055969,0.994526207447052,0.003772258758544922,3.1981875
base,1,p237_321_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_321_mic1.flac,p302,0,1,0.9952756762504578,0.9941179752349854,0.9952756762504578,-0.0011577010154724121,3.1981875
base,2,p237_321_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_321_mic1.flac,p237,1,1,0.9978601932525635,0.9978601932525635,0.9955954551696777,0.002264738082885742,3.1981875
base,3,p237_321_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_321_mic1.flac,p237,1,1,0.9977482557296753,0.9977482557296753,0.9958208799362183,0.0019273757934570312,3.1981875
lca,1,p237_321_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_321_mic1.flac,p229,0,1,0.9946880340576172,0.9946555495262146,0.9946880340576172,-3.248453140258789e-05,3.1981875
lca,2,p237_321_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_321_mic1.flac,p237,1,1,0.9971796870231628,0.9971796870231628,0.9946942925453186,0.0024853944778442383,3.1981875
lca,3,p237_321_mic1,p237,data\VCTK\wav48_silence_trimmed\p237\p237_321_mic1.flac,p237,1,1,0.9973509907722473,0.9973509907722473,0.9935718178749084,0.003779172897338867,3.1981875
original,0,p239_017_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_017_mic2.flac,p294,0,1,0.9951919317245483,0.991056501865387,0.9951919317245483,-0.004135429859161377,4.4860625
base,1,p239_017_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_017_mic2.flac,p254,0,1,0.989766001701355,0.988889217376709,0.989766001701355,-0.0008767843246459961,4.4860625
base,2,p239_017_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_017_mic2.flac,p255,0,1,0.995617151260376,0.9947455525398254,0.995617151260376,-0.0008715987205505371,4.4860625
base,3,p239_017_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_017_mic2.flac,p229,0,1,0.9961047768592834,0.9935044646263123,0.9961047768592834,-0.0026003122329711914,4.4860625
lca,1,p239_017_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_017_mic2.flac,p254,0,1,0.9918404221534729,0.9867628216743469,0.9918404221534729,-0.0050776004791259766,4.4860625
lca,2,p239_017_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_017_mic2.flac,p254,0,1,0.9946103096008301,0.9920163154602051,0.9946103096008301,-0.002593994140625,4.4860625
lca,3,p239_017_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_017_mic2.flac,p254,0,1,0.9949995875358582,0.992634117603302,0.9949995875358582,-0.0023654699325561523,4.4860625
original,0,p239_123_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_123_mic2.flac,p239,1,1,0.9966751933097839,0.9966751933097839,0.9934026002883911,0.0032725930213928223,3.243625
base,1,p239_123_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_123_mic2.flac,p239,1,1,0.987959623336792,0.987959623336792,0.9849098324775696,0.003049790859222412,3.243625
base,2,p239_123_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_123_mic2.flac,p239,1,1,0.9943649172782898,0.9943649172782898,0.9911921620368958,0.003172755241394043,3.243625
base,3,p239_123_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_123_mic2.flac,p239,1,1,0.9954633116722107,0.9954633116722107,0.9925758242607117,0.0028874874114990234,3.243625
lca,1,p239_123_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_123_mic2.flac,p239,1,1,0.9887871742248535,0.9887871742248535,0.9859949350357056,0.0027922391891479492,3.243625
lca,2,p239_123_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_123_mic2.flac,p239,1,1,0.9936705231666565,0.9936705231666565,0.9914018511772156,0.002268671989440918,3.243625
lca,3,p239_123_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_123_mic2.flac,p239,1,1,0.9942523241043091,0.9942523241043091,0.9912647604942322,0.0029875636100769043,3.243625
original,0,p239_131_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_131_mic2.flac,p302,0,1,0.9944005012512207,0.9740729331970215,0.9944005012512207,-0.02032756805419922,2.1385625
base,1,p239_131_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_131_mic2.flac,p302,0,1,0.9917625188827515,0.9761916399002075,0.9917625188827515,-0.015570878982543945,2.1385625
base,2,p239_131_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_131_mic2.flac,p302,0,1,0.9944337606430054,0.9757022261619568,0.9944337606430054,-0.018731534481048584,2.1385625
base,3,p239_131_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_131_mic2.flac,p302,0,1,0.9945459365844727,0.9755195379257202,0.9945459365844727,-0.01902639865875244,2.1385625
lca,1,p239_131_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_131_mic2.flac,p302,0,1,0.994772732257843,0.981280505657196,0.994772732257843,-0.013492226600646973,2.1385625
lca,2,p239_131_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_131_mic2.flac,p254,0,1,0.9947552680969238,0.9794501662254333,0.9947552680969238,-0.015305101871490479,2.1385625
lca,3,p239_131_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_131_mic2.flac,p254,0,1,0.9951443076133728,0.979555070400238,0.9951443076133728,-0.015589237213134766,2.1385625
original,0,p239_387_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_387_mic2.flac,p336,0,1,0.9957736730575562,0.9934194684028625,0.9957736730575562,-0.0023542046546936035,2.6045
base,1,p239_387_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_387_mic2.flac,p254,0,1,0.9885970950126648,0.9863255620002747,0.9885970950126648,-0.0022715330123901367,2.6045
base,2,p239_387_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_387_mic2.flac,p336,0,1,0.9933555126190186,0.9918938875198364,0.9933555126190186,-0.001461625099182129,2.6045
base,3,p239_387_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_387_mic2.flac,p336,0,1,0.9947433471679688,0.9933937788009644,0.9947433471679688,-0.0013495683670043945,2.6045
lca,1,p239_387_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_387_mic2.flac,p254,0,1,0.9937725067138672,0.9909840226173401,0.9937725067138672,-0.0027884840965270996,2.6045
lca,2,p239_387_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_387_mic2.flac,p254,0,1,0.9944092631340027,0.9909121990203857,0.9944092631340027,-0.0034970641136169434,2.6045
lca,3,p239_387_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_387_mic2.flac,p254,0,1,0.9950996041297913,0.9918959736824036,0.9950996041297913,-0.0032036304473876953,2.6045
original,0,p239_439_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_439_mic2.flac,p239,1,1,0.9936517477035522,0.9936517477035522,0.9914805293083191,0.0021712183952331543,3.8021875
base,1,p239_439_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_439_mic2.flac,p254,0,1,0.9856615662574768,0.985571026802063,0.9856615662574768,-9.053945541381836e-05,3.8021875
base,2,p239_439_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_439_mic2.flac,p239,1,1,0.989003598690033,0.989003598690033,0.9851963520050049,0.003807246685028076,3.8021875
base,3,p239_439_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_439_mic2.flac,p239,1,1,0.9905291199684143,0.9905291199684143,0.987207293510437,0.003321826457977295,3.8021875
lca,1,p239_439_mic2,p239,data\VCTK\wav48_silence_trimmed\p239\p239_439_mic2.flac,p254,0,1,0.9902650117874146,0.9886834621429443,0.9902650117874146,-0.0015815496444702148,3.8021875
