model,L,sample_id,speaker_id,audio_path,predicted_speaker,top1_correct,verified,score,correct_score,max_impostor_score,margin,duration_sec
base,3,p225_305_mic2,p225,data\VCTK\wav48_silence_trimmed\p225\p225_305_mic2.flac,p225,1,1,0.2907940745353699,0.2907940745353699,0.2786363959312439,0.012157678604125977,2.9623125
lca,1,p225_305_mic2,p225,data\VCTK\wav48_silence_trimmed\p225\p225_305_mic2.flac,p280,0,1,0.3817768692970276,0.19486886262893677,0.3817768692970276,-0.18690800666809082,2.9623125
lca,2,p225_305_mic2,p225,data\VCTK\wav48_silence_trimmed\p225\p225_305_mic2.flac,p250,0,1,0.41970962285995483,0.23884347081184387,0.41970962285995483,-0.18086615204811096,2.9623125
lca,3,p225_305_mic2,p225,data\VCTK\wav48_silence_trimmed\p225\p225_305_mic2.flac,p250,0,1,0.3916475474834442,0.23467880487442017,0.3916475474834442,-0.15696874260902405,2.9623125
original,0,p226_057_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_057_mic1.flac,p226,1,1,0.6610040664672852,0.6610040664672852,0.38680899143218994,0.2741950750350952,2.3856875
base,1,p226_057_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_057_mic1.flac,p246,0,1,0.2679674029350281,0.2469751089811325,0.2679674029350281,-0.02099229395389557,2.3856875
base,2,p226_057_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_057_mic1.flac,p226,1,1,0.41798657178878784,0.41798657178878784,0.2999088764190674,0.11807769536972046,2.3856875
base,3,p226_057_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_057_mic1.flac,p226,1,1,0.43427324295043945,0.43427324295043945,0.3133850693702698,0.12088817358016968,2.3856875
lca,1,p226_057_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_057_mic1.flac,p347,0,1,0.36771059036254883,0.25942742824554443,0.36771059036254883,-0.1082831621170044,2.3856875
lca,2,p226_057_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_057_mic1.flac,p347,0,1,0.41145825386047363,0.3925797939300537,0.41145825386047363,-0.018878459930419922,2.3856875
lca,3,p226_057_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_057_mic1.flac,p347,0,1,0.42740920186042786,0.41561487317085266,0.42740920186042786,-0.011794328689575195,2.3856875
original,0,p226_174_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_174_mic1.flac,p226,1,1,0.7306342124938965,0.7306342124938965,0.35907793045043945,0.37155628204345703,3.016625
base,1,p226_174_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_174_mic1.flac,p226,1,1,0.2684387266635895,0.2684387266635895,0.26068609952926636,0.00775262713432312,3.016625
base,2,p226_174_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_174_mic1.flac,p364,0,1,0.4307684004306793,0.3067260682582855,0.4307684004306793,-0.1240423321723938,3.016625
base,3,p226_174_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_174_mic1.flac,p364,0,1,0.40787506103515625,0.37484318017959595,0.40787506103515625,-0.0330318808555603,3.016625
lca,1,p226_174_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_174_mic1.flac,p280,0,1,0.33756473660469055,0.18256914615631104,0.33756473660469055,-0.15499559044837952,3.016625
lca,2,p226_174_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_174_mic1.flac,p364,0,1,0.3966784179210663,0.3427610993385315,0.3966784179210663,-0.05391731858253479,3.016625
lca,3,p226_174_mic1,p226,data\VCTK\wav48_silence_trimmed\p226\p226_174_mic1.flac,p347,0,1,0.4140952527523041,0.36665400862693787,0.4140952527523041,-0.04744124412536621,3.016625
original,0,p226_198_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_198_mic2.flac,p226,1,1,0.4668654203414917,0.4668654203414917,0.31961575150489807,0.14724966883659363,1.862125
base,1,p226_198_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_198_mic2.flac,p364,0,0,0.1964704990386963,0.15175893902778625,0.1964704990386963,-0.044711560010910034,1.862125
base,2,p226_198_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_198_mic2.flac,p364,0,1,0.36701732873916626,0.17007727921009064,0.36701732873916626,-0.19694004952907562,1.862125
base,3,p226_198_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_198_mic2.flac,p364,0,1,0.39033788442611694,0.21594130992889404,0.39033788442611694,-0.1743965744972229,1.862125
lca,1,p226_198_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_198_mic2.flac,p364,0,1,0.2596248388290405,0.14745232462882996,0.2596248388290405,-0.11217251420021057,1.862125
lca,2,p226_198_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_198_mic2.flac,p364,0,1,0.34971117973327637,0.19883203506469727,0.34971117973327637,-0.1508791446685791,1.862125
lca,3,p226_198_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_198_mic2.flac,p364,0,1,0.4411957859992981,0.30799031257629395,0.4411957859992981,-0.13320547342300415,1.862125
original,0,p226_298_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_298_mic2.flac,p226,1,1,0.7904108166694641,0.7904108166694641,0.429350346326828,0.3610604703426361,4.7324375
base,1,p226_298_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_298_mic2.flac,p302,0,1,0.29369333386421204,0.26717710494995117,0.29369333386421204,-0.026516228914260864,4.7324375
base,2,p226_298_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_298_mic2.flac,p226,1,1,0.4884694814682007,0.4884694814682007,0.40653902292251587,0.08193045854568481,4.7324375
base,3,p226_298_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_298_mic2.flac,p226,1,1,0.5344648361206055,0.5344648361206055,0.3577675223350525,0.17669731378555298,4.7324375
lca,1,p226_298_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_298_mic2.flac,p364,0,1,0.4090372323989868,0.3061087727546692,0.4090372323989868,-0.10292845964431763,4.7324375
lca,2,p226_298_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_298_mic2.flac,p226,1,1,0.44389885663986206,0.44389885663986206,0.4151178300380707,0.028781026601791382,4.7324375
lca,3,p226_298_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_298_mic2.flac,p226,1,1,0.48407459259033203,0.48407459259033203,0.4347502589225769,0.04932433366775513,4.7324375
original,0,p226_331_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_331_mic2.flac,p226,1,1,0.7017662525177002,0.7017662525177002,0.37352174520492554,0.32824450731277466,2.327
base,1,p226_331_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_331_mic2.flac,p313,0,1,0.2747432589530945,0.14380894601345062,0.2747432589530945,-0.13093431293964386,2.327
base,2,p226_331_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_331_mic2.flac,p226,1,1,0.3645087778568268,0.3645087778568268,0.3036898970603943,0.060818880796432495,2.327
base,3,p226_331_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_331_mic2.flac,p226,1,1,0.3560969829559326,0.3560969829559326,0.33744990825653076,0.018647074699401855,2.327
lca,1,p226_331_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_331_mic2.flac,p364,0,1,0.4408514201641083,0.21558108925819397,0.4408514201641083,-0.2252703309059143,2.327
lca,2,p226_331_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_331_mic2.flac,p364,0,1,0.3575170636177063,0.29462718963623047,0.3575170636177063,-0.06288987398147583,2.327
lca,3,p226_331_mic2,p226,data\VCTK\wav48_silence_trimmed\p226\p226_331_mic2.flac,p226,1,1,0.36283352971076965,0.36283352971076965,0.32890933752059937,0.03392419219017029,2.327
original,0,p227_181_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_181_mic2.flac,p227,1,1,0.7672958374023438,0.7672958374023438,0.32079172134399414,0.4465041160583496,2.3375625
base,1,p227_181_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_181_mic2.flac,p302,0,1,0.3157768249511719,0.1998540461063385,0.3157768249511719,-0.11592277884483337,2.3375625
base,2,p227_181_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_181_mic2.flac,p302,0,1,0.3095727562904358,0.28510916233062744,0.3095727562904358,-0.02446359395980835,2.3375625
base,3,p227_181_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_181_mic2.flac,p364,0,1,0.3533713221549988,0.3134363889694214,0.3533713221549988,-0.03993493318557739,2.3375625
lca,1,p227_181_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_181_mic2.flac,p364,0,1,0.3862740397453308,0.14877569675445557,0.3862740397453308,-0.23749834299087524,2.3375625
lca,2,p227_181_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_181_mic2.flac,p252,0,1,0.3566294312477112,0.22267895936965942,0.3566294312477112,-0.13395047187805176,2.3375625
lca,3,p227_181_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_181_mic2.flac,p259,0,1,0.34148740768432617,0.29681652784347534,0.34148740768432617,-0.04467087984085083,2.3375625
original,0,p227_186_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_186_mic1.flac,p227,1,1,0.7425239086151123,0.7425239086151123,0.34387022256851196,0.39865368604660034,3.1135625
base,1,p227_186_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_186_mic1.flac,p246,0,0,0.2440214604139328,0.07290536165237427,0.2440214604139328,-0.17111609876155853,3.1135625
base,2,p227_186_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_186_mic1.flac,p252,0,1,0.4578966796398163,0.24430744349956512,0.4578966796398163,-0.21358923614025116,3.1135625
base,3,p227_186_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_186_mic1.flac,p252,0,1,0.4965311586856842,0.3602377772331238,0.4965311586856842,-0.13629338145256042,3.1135625
lca,1,p227_186_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_186_mic1.flac,p252,0,1,0.3612740635871887,0.03320104628801346,0.3612740635871887,-0.32807301729917526,3.1135625
lca,2,p227_186_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_186_mic1.flac,p347,0,1,0.3730011582374573,0.19849452376365662,0.3730011582374573,-0.17450663447380066,3.1135625
lca,3,p227_186_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_186_mic1.flac,p347,0,1,0.3957136869430542,0.2186245322227478,0.3957136869430542,-0.1770891547203064,3.1135625
original,0,p227_305_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_305_mic2.flac,p227,1,1,0.7560014724731445,0.7560014724731445,0.3203865587711334,0.4356149137020111,4.6840625
base,1,p227_305_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_305_mic2.flac,p374,0,1,0.2556234300136566,0.19306468963623047,0.2556234300136566,-0.06255874037742615,4.6840625
base,2,p227_305_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_305_mic2.flac,p227,1,1,0.334869384765625,0.334869384765625,0.33313822746276855,0.0017311573028564453,4.6840625
base,3,p227_305_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_305_mic2.flac,p227,1,1,0.35394442081451416,0.35394442081451416,0.34067603945732117,0.013268381357192993,4.6840625
lca,1,p227_305_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_305_mic2.flac,p364,0,1,0.32123827934265137,0.10402481257915497,0.32123827934265137,-0.2172134667634964,4.6840625
lca,2,p227_305_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_305_mic2.flac,p252,0,1,0.3878037631511688,0.21948346495628357,0.3878037631511688,-0.16832029819488525,4.6840625
lca,3,p227_305_mic2,p227,data\VCTK\wav48_silence_trimmed\p227\p227_305_mic2.flac,p364,0,1,0.3726237714290619,0.2723160684108734,0.3726237714290619,-0.10030770301818848,4.6840625
original,0,p227_351_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_351_mic1.flac,p227,1,1,0.7532665133476257,0.7532665133476257,0.3776176869869232,0.3756488263607025,2.8924375
base,1,p227_351_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_351_mic1.flac,p364,0,0,0.24715033173561096,0.18399114906787872,0.24715033173561096,-0.06315918266773224,2.8924375
base,2,p227_351_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_351_mic1.flac,p252,0,1,0.4001370072364807,0.272096186876297,0.4001370072364807,-0.12804082036018372,2.8924375
base,3,p227_351_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_351_mic1.flac,p252,0,1,0.4291965663433075,0.3034849762916565,0.4291965663433075,-0.125711590051651,2.8924375
lca,1,p227_351_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_351_mic1.flac,p364,0,1,0.34282469749450684,0.139021098613739,0.34282469749450684,-0.20380359888076782,2.8924375
lca,2,p227_351_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_351_mic1.flac,p252,0,1,0.43715840578079224,0.29165542125701904,0.43715840578079224,-0.1455029845237732,2.8924375
lca,3,p227_351_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_351_mic1.flac,p252,0,1,0.4884755611419678,0.3415469527244568,0.4884755611419678,-0.146928608417511,2.8924375
original,0,p227_360_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_360_mic1.flac,p227,1,1,0.764806866645813,0.764806866645813,0.34308260679244995,0.42172425985336304,3.105625
base,1,p227_360_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_360_mic1.flac,p347,0,1,0.25226160883903503,0.023373566567897797,0.25226160883903503,-0.22888804227113724,3.105625
base,2,p227_360_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_360_mic1.flac,p226,0,1,0.32642582058906555,0.22620441019535065,0.32642582058906555,-0.1002214103937149,3.105625
base,3,p227_360_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_360_mic1.flac,p227,1,1,0.33200719952583313,0.33200719952583313,0.3200967311859131,0.011910468339920044,3.105625
lca,1,p227_360_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_360_mic1.flac,p364,0,1,0.297916978597641,0.09425179660320282,0.297916978597641,-0.20366518199443817,3.105625
lca,2,p227_360_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_360_mic1.flac,p347,0,1,0.30525827407836914,0.19730335474014282,0.30525827407836914,-0.10795491933822632,3.105625
lca,3,p227_360_mic1,p227,data\VCTK\wav48_silence_trimmed\p227\p227_360_mic1.flac,p281,0,1,0.3256513476371765,0.2816183567047119,0.3256513476371765,-0.0440329909324646,3.105625
original,0,p228_159_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_159_mic2.flac,p228,1,1,0.7551994323730469,0.7551994323730469,0.5258206129074097,0.2293788194656372,5.7705625
base,1,p228_159_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_159_mic2.flac,p244,0,1,0.41526174545288086,0.2521531879901886,0.41526174545288086,-0.16310855746269226,5.7705625
base,2,p228_159_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_159_mic2.flac,p280,0,1,0.5145789384841919,0.44427233934402466,0.5145789384841919,-0.07030659914016724,5.7705625
base,3,p228_159_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_159_mic2.flac,p231,0,1,0.5756760835647583,0.4777728319168091,0.5756760835647583,-0.09790325164794922,5.7705625
lca,1,p228_159_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_159_mic2.flac,p244,0,1,0.4252629578113556,0.24171051383018494,0.4252629578113556,-0.18355244398117065,5.7705625
lca,2,p228_159_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_159_mic2.flac,p280,0,1,0.48566412925720215,0.3136540353298187,0.48566412925720215,-0.17201009392738342,5.7705625
lca,3,p228_159_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_159_mic2.flac,p280,0,1,0.5069212913513184,0.30173689126968384,0.5069212913513184,-0.20518440008163452,5.7705625
original,0,p228_225_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_225_mic1.flac,p228,1,1,0.7250795364379883,0.7250795364379883,0.47165364027023315,0.2534258961677551,4.56825
base,1,p228_225_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_225_mic1.flac,p262,0,1,0.3723127245903015,0.2967127561569214,0.3723127245903015,-0.07559996843338013,4.56825
base,2,p228_225_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_225_mic1.flac,p313,0,1,0.4529115557670593,0.37569335103034973,0.4529115557670593,-0.0772182047367096,4.56825
base,3,p228_225_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_225_mic1.flac,p280,0,1,0.4556662142276764,0.4299355745315552,0.4556662142276764,-0.025730639696121216,4.56825
lca,1,p228_225_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_225_mic1.flac,p280,0,1,0.4270729124546051,0.20623111724853516,0.4270729124546051,-0.22084179520606995,4.56825
lca,2,p228_225_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_225_mic1.flac,p280,0,1,0.5024176836013794,0.3668535649776459,0.5024176836013794,-0.13556411862373352,4.56825
lca,3,p228_225_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_225_mic1.flac,p280,0,1,0.5196371078491211,0.3841237425804138,0.5196371078491211,-0.13551336526870728,4.56825
original,0,p228_244_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_244_mic1.flac,p228,1,1,0.8073867559432983,0.8073867559432983,0.4989287555217743,0.30845800042152405,5.761875
base,1,p228_244_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_244_mic1.flac,p262,0,1,0.44932249188423157,0.370910108089447,0.44932249188423157,-0.07841238379478455,5.761875
base,2,p228_244_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_244_mic1.flac,p280,0,1,0.5704943537712097,0.5349350571632385,0.5704943537712097,-0.03555929660797119,5.761875
base,3,p228_244_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_244_mic1.flac,p280,0,1,0.6017515659332275,0.5547885894775391,0.6017515659332275,-0.04696297645568848,5.761875
lca,1,p228_244_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_244_mic1.flac,p280,0,1,0.4563329815864563,0.29440897703170776,0.4563329815864563,-0.16192400455474854,5.761875
lca,2,p228_244_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_244_mic1.flac,p280,0,1,0.5510082840919495,0.3695548176765442,0.5510082840919495,-0.18145346641540527,5.761875
lca,3,p228_244_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_244_mic1.flac,p280,0,1,0.6230120658874512,0.4135001599788666,0.6230120658874512,-0.2095119059085846,5.761875
original,0,p228_300_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_300_mic2.flac,p228,1,1,0.6878319382667542,0.6878319382667542,0.49639207124710083,0.19143986701965332,3.0775625
base,1,p228_300_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_300_mic2.flac,p280,0,1,0.3354254961013794,0.09068012237548828,0.3354254961013794,-0.2447453737258911,3.0775625
base,2,p228_300_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_300_mic2.flac,p262,0,1,0.47369906306266785,0.3572731614112854,0.47369906306266785,-0.11642590165138245,3.0775625
base,3,p228_300_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_300_mic2.flac,p262,0,1,0.5226172208786011,0.43780216574668884,0.5226172208786011,-0.08481505513191223,3.0775625
lca,1,p228_300_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_300_mic2.flac,p280,0,1,0.42794445157051086,0.19410525262355804,0.42794445157051086,-0.23383919894695282,3.0775625
lca,2,p228_300_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_300_mic2.flac,p280,0,1,0.48457419872283936,0.2779782712459564,0.48457419872283936,-0.20659592747688293,3.0775625
lca,3,p228_300_mic2,p228,data\VCTK\wav48_silence_trimmed\p228\p228_300_mic2.flac,p280,0,1,0.5518797636032104,0.3025277554988861,0.5518797636032104,-0.24935200810432434,3.0775625
original,0,p228_344_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_344_mic1.flac,p228,1,1,0.8323079347610474,0.8323079347610474,0.5253427028656006,0.3069652318954468,3.9854375
base,1,p228_344_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_344_mic1.flac,p339,0,1,0.36971938610076904,0.33124426007270813,0.36971938610076904,-0.03847512602806091,3.9854375
base,2,p228_344_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_344_mic1.flac,p228,1,1,0.5538876056671143,0.5538876056671143,0.5249238014221191,0.028963804244995117,3.9854375
base,3,p228_344_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_344_mic1.flac,p228,1,1,0.5604437589645386,0.5604437589645386,0.549237847328186,0.011205911636352539,3.9854375
lca,1,p228_344_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_344_mic1.flac,p250,0,1,0.486988365650177,0.29056859016418457,0.486988365650177,-0.19641977548599243,3.9854375
lca,2,p228_344_mic1,p228,data\VCTK\wav48_silence_trimmed\p228\p228_344_mic1.flac,p250,0,1,0.563124418258667,0.40588727593421936,0.563124418258667,-0.15723714232444763,3.9854375
