model,feature_kind,L,split,speaker_id,sample_id,audio_path,feature_dim
base,codes_hist,1,train,p240,p240_062_mic1,data\VCTK\wav48_silence_trimmed\p240\p240_062_mic1.flac,1024
base,codes_hist,1,train,p240,p240_064_mic1,data\VCTK\wav48_silence_trimmed\p240\p240_064_mic1.flac,1024
base,codes_hist,1,train,p240,p240_198_mic2,data\VCTK\wav48_silence_trimmed\p240\p240_198_mic2.flac,1024
base,codes_hist,1,train,p240,p240_358_mic2,data\VCTK\wav48_silence_trimmed\p240\p240_358_mic2.flac,1024
base,codes_hist,1,train,p241,p241_028_mic2,data\VCTK\wav48_silence_trimmed\p241\p241_028_mic2.flac,1024
base,codes_hist,1,train,p241,p241_055_mic1,data\VCTK\wav48_silence_trimmed\p241\p241_055_mic1.flac,1024
base,codes_hist,1,train,p241,p241_076_mic2,data\VCTK\wav48_silence_trimmed\p241\p241_076_mic2.flac,1024
base,codes_hist,1,train,p241,p241_078_mic2,data\VCTK\wav48_silence_trimmed\p241\p241_078_mic2.flac,1024
base,codes_hist,1,train,p241,p241_260_mic1,data\VCTK\wav48_silence_trimmed\p241\p241_260_mic1.flac,1024
base,codes_hist,1,train,p243,p243_096_mic2,data\VCTK\wav48_silence_trimmed\p243\p243_096_mic2.flac,1024
base,codes_hist,1,train,p243,p243_182_mic2,data\VCTK\wav48_silence_trimmed\p243\p243_182_mic2.flac,1024
base,codes_hist,1,train,p243,p243_251_mic1,data\VCTK\wav48_silence_trimmed\p243\p243_251_mic1.flac,1024
base,codes_hist,1,train,p243,p243_363_mic2,data\VCTK\wav48_silence_trimmed\p243\p243_363_mic2.flac,1024
base,codes_hist,1,train,p243,p243_371_mic2,data\VCTK\wav48_silence_trimmed\p243\p243_371_mic2.flac,1024
base,codes_hist,1,train,p244,p244_103_mic2,data\VCTK\wav48_silence_trimmed\p244\p244_103_mic2.flac,1024
base,codes_hist,1,train,p244,p244_190_mic1,data\VCTK\wav48_silence_trimmed\p244\p244_190_mic1.flac,1024
base,codes_hist,1,train,p244,p244_320_mic1,data\VCTK\wav48_silence_trimmed\p244\p244_320_mic1.flac,1024
base,codes_hist,1,train,p244,p244_339_mic2,data\VCTK\wav48_silence_trimmed\p244\p244_339_mic2.flac,1024
base,codes_hist,1,train,p244,p244_378_mic2,data\VCTK\wav48_silence_trimmed\p244\p244_378_mic2.flac,1024
base,codes_hist,1,train,p245,p245_044_mic2,data\VCTK\wav48_silence_trimmed\p245\p245_044_mic2.flac,1024
base,codes_hist,1,train,p245,p245_081_mic1,data\VCTK\wav48_silence_trimmed\p245\p245_081_mic1.flac,1024
base,codes_hist,1,train,p245,p245_199_mic2,data\VCTK\wav48_silence_trimmed\p245\p245_199_mic2.flac,1024
base,codes_hist,1,train,p245,p245_224_mic2,data\VCTK\wav48_silence_trimmed\p245\p245_224_mic2.flac,1024
base,codes_hist,1,train,p245,p245_256_mic1,data\VCTK\wav48_silence_trimmed\p245\p245_256_mic1.flac,1024
base,codes_hist,1,train,p246,p246_123_mic2,data\VCTK\wav48_silence_trimmed\p246\p246_123_mic2.flac,1024
base,codes_hist,1,train,p246,p246_222_mic2,data\VCTK\wav48_silence_trimmed\p246\p246_222_mic2.flac,1024
base,codes_hist,1,train,p246,p246_248_mic2,data\VCTK\wav48_silence_trimmed\p246\p246_248_mic2.flac,1024
base,codes_hist,1,train,p246,p246_249_mic2,data\VCTK\wav48_silence_trimmed\p246\p246_249_mic2.flac,1024
base,codes_hist,1,train,p246,p246_309_mic2,data\VCTK\wav48_silence_trimmed\p246\p246_309_mic2.flac,1024
base,codes_hist,1,train,p247,p247_034_mic1,data\VCTK\wav48_silence_trimmed\p247\p247_034_mic1.flac,1024
base,codes_hist,1,train,p247,p247_180_mic1,data\VCTK\wav48_silence_trimmed\p247\p247_180_mic1.flac,1024
base,codes_hist,1,train,p247,p247_371_mic1,data\VCTK\wav48_silence_trimmed\p247\p247_371_mic1.flac,1024
base,codes_hist,1,train,p247,p247_415_mic2,data\VCTK\wav48_silence_trimmed\p247\p247_415_mic2.flac,1024
base,codes_hist,1,train,p247,p247_445_mic2,data\VCTK\wav48_silence_trimmed\p247\p247_445_mic2.flac,1024
base,codes_hist,1,train,p248,p248_029_mic1,data\VCTK\wav48_silence_trimmed\p248\p248_029_mic1.flac,1024
base,codes_hist,1,train,p248,p248_072_mic1,data\VCTK\wav48_silence_trimmed\p248\p248_072_mic1.flac,1024
base,codes_hist,1,train,p248,p248_110_mic2,data\VCTK\wav48_silence_trimmed\p248\p248_110_mic2.flac,1024
base,codes_hist,1,train,p248,p248_125_mic2,data\VCTK\wav48_silence_trimmed\p248\p248_125_mic2.flac,1024
base,codes_hist,1,train,p248,p248_311_mic2,data\VCTK\wav48_silence_trimmed\p248\p248_311_mic2.flac,1024
base,codes_hist,1,train,p249,p249_021_mic2,data\VCTK\wav48_silence_trimmed\p249\p249_021_mic2.flac,1024
base,codes_hist,1,train,p249,p249_073_mic2,data\VCTK\wav48_silence_trimmed\p249\p249_073_mic2.flac,1024
base,codes_hist,1,train,p249,p249_079_mic1,data\VCTK\wav48_silence_trimmed\p249\p249_079_mic1.flac,1024
base,codes_hist,1,train,p249,p249_116_mic2,data\VCTK\wav48_silence_trimmed\p249\p249_116_mic2.flac,1024
base,codes_hist,1,train,p249,p249_272_mic1,data\VCTK\wav48_silence_trimmed\p249\p249_272_mic1.flac,1024
base,codes_hist,1,train,p250,p250_166_mic1,data\VCTK\wav48_silence_trimmed\p250\p250_166_mic1.flac,1024
base,codes_hist,1,train,p250,p250_260_mic2,data\VCTK\wav48_silence_trimmed\p250\p250_260_mic2.flac,1024
base,codes_hist,1,train,p250,p250_294_mic2,data\VCTK\wav48_silence_trimmed\p250\p250_294_mic2.flac,1024
base,codes_hist,1,train,p250,p250_327_mic1,data\VCTK\wav48_silence_trimmed\p250\p250_327_mic1.flac,1024
base,codes_hist,1,train,p250,p250_361_mic1,data\VCTK\wav48_silence_trimmed\p250\p250_361_mic1.flac,1024
base,codes_hist,1,train,p251,p251_110_mic2,data\VCTK\wav48_silence_trimmed\p251\p251_110_mic2.flac,1024
base,codes_hist,1,train,p251,p251_138_mic2,data\VCTK\wav48_silence_trimmed\p251\p251_138_mic2.flac,1024
base,codes_hist,1,train,p251,p251_217_mic2,data\VCTK\wav48_silence_trimmed\p251\p251_217_mic2.flac,1024
base,codes_hist,1,train,p251,p251_320_mic1,data\VCTK\wav48_silence_trimmed\p251\p251_320_mic1.flac,1024
base,codes_hist,1,train,p251,p251_325_mic2,data\VCTK\wav48_silence_trimmed\p251\p251_325_mic2.flac,1024
base,codes_hist,1,train,p252,p252_033_mic2,data\VCTK\wav48_silence_trimmed\p252\p252_033_mic2.flac,1024
base,codes_hist,1,train,p252,p252_270_mic2,data\VCTK\wav48_silence_trimmed\p252\p252_270_mic2.flac,1024
base,codes_hist,1,train,p252,p252_293_mic1,data\VCTK\wav48_silence_trimmed\p252\p252_293_mic1.flac,1024
base,codes_hist,1,train,p252,p252_384_mic1,data\VCTK\wav48_silence_trimmed\p252\p252_384_mic1.flac,1024
base,codes_hist,1,train,p252,p252_397_mic1,data\VCTK\wav48_silence_trimmed\p252\p252_397_mic1.flac,1024
base,codes_hist,1,train,p253,p253_087_mic2,data\VCTK\wav48_silence_trimmed\p253\p253_087_mic2.flac,1024
base,codes_hist,1,train,p253,p253_125_mic2,data\VCTK\wav48_silence_trimmed\p253\p253_125_mic2.flac,1024
base,codes_hist,1,train,p253,p253_281_mic1,data\VCTK\wav48_silence_trimmed\p253\p253_281_mic1.flac,1024
base,codes_hist,1,train,p253,p253_313_mic1,data\VCTK\wav48_silence_trimmed\p253\p253_313_mic1.flac,1024
base,codes_hist,1,train,p253,p253_343_mic2,data\VCTK\wav48_silence_trimmed\p253\p253_343_mic2.flac,1024
base,codes_hist,1,train,p254,p254_049_mic1,data\VCTK\wav48_silence_trimmed\p254\p254_049_mic1.flac,1024
base,codes_hist,1,train,p254,p254_152_mic2,data\VCTK\wav48_silence_trimmed\p254\p254_152_mic2.flac,1024
base,codes_hist,1,train,p254,p254_202_mic2,data\VCTK\wav48_silence_trimmed\p254\p254_202_mic2.flac,1024
base,codes_hist,1,train,p254,p254_269_mic1,data\VCTK\wav48_silence_trimmed\p254\p254_269_mic1.flac,1024
base,codes_hist,1,train,p254,p254_335_mic1,data\VCTK\wav48_silence_trimmed\p254\p254_335_mic1.flac,1024
base,codes_hist,1,train,p255,p255_094_mic1,data\VCTK\wav48_silence_trimmed\p255\p255_094_mic1.flac,1024
base,codes_hist,1,train,p255,p255_094_mic2,data\VCTK\wav48_silence_trimmed\p255\p255_094_mic2.flac,1024
base,codes_hist,1,train,p255,p255_334_mic2,data\VCTK\wav48_silence_trimmed\p255\p255_334_mic2.flac,1024
base,codes_hist,1,train,p255,p255_347_mic1,data\VCTK\wav48_silence_trimmed\p255\p255_347_mic1.flac,1024
base,codes_hist,1,train,p255,p255_381_mic1,data\VCTK\wav48_silence_trimmed\p255\p255_381_mic1.flac,1024
base,codes_hist,1,train,p256,p256_020_mic2,data\VCTK\wav48_silence_trimmed\p256\p256_020_mic2.flac,1024
base,codes_hist,1,train,p256,p256_069_mic1,data\VCTK\wav48_silence_trimmed\p256\p256_069_mic1.flac,1024
base,codes_hist,1,train,p256,p256_173_mic2,data\VCTK\wav48_silence_trimmed\p256\p256_173_mic2.flac,1024
base,codes_hist,1,train,p256,p256_232_mic2,data\VCTK\wav48_silence_trimmed\p256\p256_232_mic2.flac,1024
base,codes_hist,1,train,p256,p256_235_mic1,data\VCTK\wav48_silence_trimmed\p256\p256_235_mic1.flac,1024
base,codes_hist,1,train,p257,p257_003_mic1,data\VCTK\wav48_silence_trimmed\p257\p257_003_mic1.flac,1024
base,codes_hist,1,train,p257,p257_168_mic1,data\VCTK\wav48_silence_trimmed\p257\p257_168_mic1.flac,1024
base,codes_hist,1,train,p257,p257_181_mic2,data\VCTK\wav48_silence_trimmed\p257\p257_181_mic2.flac,1024
base,codes_hist,1,train,p257,p257_259_mic1,data\VCTK\wav48_silence_trimmed\p257\p257_259_mic1.flac,1024
base,codes_hist,1,train,p257,p257_370_mic2,data\VCTK\wav48_silence_trimmed\p257\p257_370_mic2.flac,1024
base,codes_hist,1,train,p258,p258_072_mic2,data\VCTK\wav48_silence_trimmed\p258\p258_072_mic2.flac,1024
base,codes_hist,1,train,p258,p258_115_mic1,data\VCTK\wav48_silence_trimmed\p258\p258_115_mic1.flac,1024
base,codes_hist,1,train,p258,p258_142_mic2,data\VCTK\wav48_silence_trimmed\p258\p258_142_mic2.flac,1024
base,codes_hist,1,train,p258,p258_154_mic2,data\VCTK\wav48_silence_trimmed\p258\p258_154_mic2.flac,1024
base,codes_hist,1,train,p258,p258_366_mic2,data\VCTK\wav48_silence_trimmed\p258\p258_366_mic2.flac,1024
base,codes_hist,1,train,p259,p259_056_mic1,data\VCTK\wav48_silence_trimmed\p259\p259_056_mic1.flac,1024
base,codes_hist,1,train,p259,p259_108_mic2,data\VCTK\wav48_silence_trimmed\p259\p259_108_mic2.flac,1024
base,codes_hist,1,train,p259,p259_244_mic1,data\VCTK\wav48_silence_trimmed\p259\p259_244_mic1.flac,1024
base,codes_hist,1,train,p259,p259_260_mic1,data\VCTK\wav48_silence_trimmed\p259\p259_260_mic1.flac,1024
base,codes_hist,1,train,p259,p259_459_mic2,data\VCTK\wav48_silence_trimmed\p259\p259_459_mic2.flac,1024
base,codes_hist,1,train,p260,p260_098_mic2,data\VCTK\wav48_silence_trimmed\p260\p260_098_mic2.flac,1024
base,codes_hist,1,train,p260,p260_123_mic2,data\VCTK\wav48_silence_trimmed\p260\p260_123_mic2.flac,1024
base,codes_hist,1,train,p260,p260_170_mic1,data\VCTK\wav48_silence_trimmed\p260\p260_170_mic1.flac,1024
base,codes_hist,1,train,p260,p260_287_mic1,data\VCTK\wav48_silence_trimmed\p260\p260_287_mic1.flac,1024
base,codes_hist,1,train,p260,p260_349_mic1,data\VCTK\wav48_silence_trimmed\p260\p260_349_mic1.flac,1024
base,codes_hist,1,train,p261,p261_097_mic1,data\VCTK\wav48_silence_trimmed\p261\p261_097_mic1.flac,1024
base,codes_hist,1,train,p261,p261_119_mic2,data\VCTK\wav48_silence_trimmed\p261\p261_119_mic2.flac,1024
base,codes_hist,1,train,p261,p261_352_mic2,data\VCTK\wav48_silence_trimmed\p261\p261_352_mic2.flac,1024
base,codes_hist,1,train,p261,p261_377_mic1,data\VCTK\wav48_silence_trimmed\p261\p261_377_mic1.flac,1024
base,codes_hist,1,train,p261,p261_472_mic1,data\VCTK\wav48_silence_trimmed\p261\p261_472_mic1.flac,1024
base,codes_hist,1,train,p262,p262_038_mic2,data\VCTK\wav48_silence_trimmed\p262\p262_038_mic2.flac,1024
base,codes_hist,1,train,p262,p262_080_mic2,data\VCTK\wav48_silence_trimmed\p262\p262_080_mic2.flac,1024
base,codes_hist,1,train,p262,p262_193_mic1,data\VCTK\wav48_silence_trimmed\p262\p262_193_mic1.flac,1024
base,codes_hist,1,train,p262,p262_201_mic1,data\VCTK\wav48_silence_trimmed\p262\p262_201_mic1.flac,1024
base,codes_hist,1,train,p262,p262_354_mic2,data\VCTK\wav48_silence_trimmed\p262\p262_354_mic2.flac,1024
base,codes_hist,1,train,p263,p263_007_mic2,data\VCTK\wav48_silence_trimmed\p263\p263_007_mic2.flac,1024
base,codes_hist,1,train,p263,p263_020_mic2,data\VCTK\wav48_silence_trimmed\p263\p263_020_mic2.flac,1024
base,codes_hist,1,train,p263,p263_275_mic2,data\VCTK\wav48_silence_trimmed\p263\p263_275_mic2.flac,1024
base,codes_hist,1,train,p263,p263_461_mic1,data\VCTK\wav48_silence_trimmed\p263\p263_461_mic1.flac,1024
base,codes_hist,1,train,p263,p263_465_mic1,data\VCTK\wav48_silence_trimmed\p263\p263_465_mic1.flac,1024
base,codes_hist,1,train,p264,p264_076_mic2,data\VCTK\wav48_silence_trimmed\p264\p264_076_mic2.flac,1024
base,codes_hist,1,train,p264,p264_211_mic1,data\VCTK\wav48_silence_trimmed\p264\p264_211_mic1.flac,1024
base,codes_hist,1,train,p264,p264_389_mic1,data\VCTK\wav48_silence_trimmed\p264\p264_389_mic1.flac,1024
base,codes_hist,1,train,p264,p264_414_mic1,data\VCTK\wav48_silence_trimmed\p264\p264_414_mic1.flac,1024
base,codes_hist,1,train,p264,p264_493_mic1,data\VCTK\wav48_silence_trimmed\p264\p264_493_mic1.flac,1024
base,codes_hist,1,train,p265,p265_099_mic2,data\VCTK\wav48_silence_trimmed\p265\p265_099_mic2.flac,1024
base,codes_hist,1,train,p265,p265_131_mic1,data\VCTK\wav48_silence_trimmed\p265\p265_131_mic1.flac,1024
base,codes_hist,1,train,p265,p265_196_mic2,data\VCTK\wav48_silence_trimmed\p265\p265_196_mic2.flac,1024
base,codes_hist,1,train,p265,p265_197_mic1,data\VCTK\wav48_silence_trimmed\p265\p265_197_mic1.flac,1024
base,codes_hist,1,train,p265,p265_320_mic1,data\VCTK\wav48_silence_trimmed\p265\p265_320_mic1.flac,1024
base,codes_hist,1,train,p266,p266_008_mic1,data\VCTK\wav48_silence_trimmed\p266\p266_008_mic1.flac,1024
base,codes_hist,1,train,p266,p266_055_mic1,data\VCTK\wav48_silence_trimmed\p266\p266_055_mic1.flac,1024
base,codes_hist,1,train,p266,p266_151_mic2,data\VCTK\wav48_silence_trimmed\p266\p266_151_mic2.flac,1024
base,codes_hist,1,train,p266,p266_175_mic1,data\VCTK\wav48_silence_trimmed\p266\p266_175_mic1.flac,1024
base,codes_hist,1,train,p266,p266_227_mic2,data\VCTK\wav48_silence_trimmed\p266\p266_227_mic2.flac,1024
base,codes_hist,1,train,p267,p267_008_mic1,data\VCTK\wav48_silence_trimmed\p267\p267_008_mic1.flac,1024
base,codes_hist,1,train,p267,p267_087_mic2,data\VCTK\wav48_silence_trimmed\p267\p267_087_mic2.flac,1024
base,codes_hist,1,train,p267,p267_228_mic2,data\VCTK\wav48_silence_trimmed\p267\p267_228_mic2.flac,1024
base,codes_hist,1,train,p267,p267_362_mic2,data\VCTK\wav48_silence_trimmed\p267\p267_362_mic2.flac,1024
base,codes_hist,1,train,p267,p267_383_mic2,data\VCTK\wav48_silence_trimmed\p267\p267_383_mic2.flac,1024
base,codes_hist,1,train,p268,p268_054_mic2,data\VCTK\wav48_silence_trimmed\p268\p268_054_mic2.flac,1024
base,codes_hist,1,train,p268,p268_249_mic2,data\VCTK\wav48_silence_trimmed\p268\p268_249_mic2.flac,1024
base,codes_hist,1,train,p268,p268_288_mic1,data\VCTK\wav48_silence_trimmed\p268\p268_288_mic1.flac,1024
base,codes_hist,1,train,p268,p268_347_mic2,data\VCTK\wav48_silence_trimmed\p268\p268_347_mic2.flac,1024
base,codes_hist,1,train,p268,p268_372_mic2,data\VCTK\wav48_silence_trimmed\p268\p268_372_mic2.flac,1024
base,codes_hist,1,train,p269,p269_046_mic1,data\VCTK\wav48_silence_trimmed\p269\p269_046_mic1.flac,1024
base,codes_hist,1,train,p269,p269_162_mic1,data\VCTK\wav48_silence_trimmed\p269\p269_162_mic1.flac,1024
base,codes_hist,1,train,p269,p269_191_mic2,data\VCTK\wav48_silence_trimmed\p269\p269_191_mic2.flac,1024
base,codes_hist,1,train,p269,p269_288_mic1,data\VCTK\wav48_silence_trimmed\p269\p269_288_mic1.flac,1024
base,codes_hist,1,train,p269,p269_308_mic1,data\VCTK\wav48_silence_trimmed\p269\p269_308_mic1.flac,1024
base,codes_hist,1,train,p270,p270_028_mic2,data\VCTK\wav48_silence_trimmed\p270\p270_028_mic2.flac,1024
base,codes_hist,1,train,p270,p270_155_mic2,data\VCTK\wav48_silence_trimmed\p270\p270_155_mic2.flac,1024
base,codes_hist,1,train,p270,p270_277_mic2,data\VCTK\wav48_silence_trimmed\p270\p270_277_mic2.flac,1024
base,codes_hist,1,train,p270,p270_311_mic2,data\VCTK\wav48_silence_trimmed\p270\p270_311_mic2.flac,1024
base,codes_hist,1,train,p270,p270_392_mic2,data\VCTK\wav48_silence_trimmed\p270\p270_392_mic2.flac,1024
base,codes_hist,1,train,p271,p271_105_mic2,data\VCTK\wav48_silence_trimmed\p271\p271_105_mic2.flac,1024
base,codes_hist,1,train,p271,p271_145_mic2,data\VCTK\wav48_silence_trimmed\p271\p271_145_mic2.flac,1024
base,codes_hist,1,train,p271,p271_159_mic2,data\VCTK\wav48_silence_trimmed\p271\p271_159_mic2.flac,1024
base,codes_hist,1,train,p271,p271_341_mic2,data\VCTK\wav48_silence_trimmed\p271\p271_341_mic2.flac,1024
base,codes_hist,1,train,p271,p271_397_mic2,data\VCTK\wav48_silence_trimmed\p271\p271_397_mic2.flac,1024
base,codes_hist,1,train,p272,p272_046_mic2,data\VCTK\wav48_silence_trimmed\p272\p272_046_mic2.flac,1024
base,codes_hist,1,train,p272,p272_082_mic1,data\VCTK\wav48_silence_trimmed\p272\p272_082_mic1.flac,1024
base,codes_hist,1,train,p272,p272_106_mic2,data\VCTK\wav48_silence_trimmed\p272\p272_106_mic2.flac,1024
